chr	start	end	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
chr1	23826069	23826296			covers exon(s)	inside	12324	covers exon(s)	0	2	10	inside transcription region	-	36733		ENSG00000117305.15	52991
chr1	23837747	23838089			overlaps exon downstream	inside	531	overlaps exon downstream	0	1	10	inside transcription region	-	36733		ENSG00000117305.15	52991
chr1	23868757	23869201			promoter	promoter	467				8		-	23213		ENSG00000179163.12	142205
chr1	23882485	23883253			inside intron	inside	30109	inside intron	-6822	2	2	5' UTR	-	42847		ENSG00000188822.8	155723
chr1	24970017	24970350			inside exon	inside	515	inside exon	0	1	1	inside transcription region	-	2442		ENSG00000261025.2	274926
chr1	25245466	25246004			inside intron	inside	12881	inside intron	12360	2	2	inside transcription region	+	26218		ENSG00000284657.2	303670
chr1	25265622	25268669			inside intron	inside	69544	inside intron	-18592	2	2	5' UTR	-	91518		ENSG00000117616.18	53409
chr1	25283040	25283709			inside intron	inside	10492	inside intron	863	2	9	inside transcription region	+	56663		ENSG00000187010.21	153275
chr1	25618221	25618622			overlaps exon downstream	inside	371	overlaps exon downstream	0	1	13	5' UTR	+	166600		ENSG00000117643.16	53489
chr1	25907419	25908067			inside intron	inside	362	inside intron	-150	1	2	inside transcription region	+	5876		ENSG00000294297.1	343588
chr1	25923777	25923892			inside intron	inside	30842	inside intron	-7082	2	3	inside transcription region	-	44193		ENSG00000294284.1	343559
chr1	26200416	26201792			covers exon(s)	inside	9788	covers exon(s)	0	9	10	overlaps 3'UTR	+	12340		ENSG00000188782.9	155670
chr1	26408687	26408778			promoter	promoter	2039				4		+	18911		ENSG00000131914.11	70061
chr1	27725142	27725322			overlaps exon upstream	inside	441	overlaps exon upstream	0	2	2	inside transcription region	-	897		ENSG00000287244.2	311504
chr1	27772337	27772605			promoter	promoter	614				9		+	51224		ENSG00000117758.14	53603
chr1	27935736	27936177			inside intron	inside	626	inside intron	-491	1	7	inside transcription region	+	24041		ENSG00000130768.15	68278
chr1	28246521	28247076			overlaps exon downstream	inside	134	overlaps exon downstream	0	1	3	inside transcription region	-	6231		ENSG00000270605.2	287850
chr1	28247766	28247939			close to 3'	close to 3'	622				1		+	424		ENSG00000271398.1	288676
chr1	28437642	28438410			inside intron	inside	67898	inside intron	19421	3	17	inside transcription region	+	127412		ENSG00000204138.13	167728
chr1	28775540	28775862			downstream	downstream	38600				4		+	32835		ENSG00000198492.16	163004
chr1	29202467	29202721			inside intron	inside	28180	inside intron	-421	7	7	inside transcription region	-	28884		ENSG00000116353.16	51894
chr1	29259341	29259540			overlaps two exons	inside	22702	overlaps two exons	0	4	31	inside transcription region	+	90030		ENSG00000060656.20	9921
chr1	29766542	29767326			inside intron	inside	11367	inside intron	-6149	2	5	inside transcription region	+	35422		ENSG00000284676.1	303722
chr1	30519252	30520061			downstream	downstream	56764				1		-	170		ENSG00000289710.1	319749
chr1	30711371	30711607			inside exon	inside	11978	inside exon	0	8	8	3'UTR	-	12308		ENSG00000162510.6	111372
chr1	30782854	30783306			promoter	promoter	408				3		-	7450		ENSG00000306105.1	374851
chr1	31154301	31154704			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	2	inside transcription region	+	1659		ENSG00000308292.1	380985
chr1	31181415	31182049			overlaps exon upstream	inside	57838	overlaps exon upstream	0	7	7	overlaps 3'UTR	-	60142		ENSG00000084628.10	20106
chr1	31586724	31587570			overlaps two exons	inside	3211	overlaps two exons	0	4	5	inside transcription region	+	4173		ENSG00000142910.16	88513
chr1	31755859	31756188			overlaps exon downstream	inside	8705	overlaps exon downstream	0	2	6	inside transcription region	-	23093		ENSG00000121753.13	57511
chr1	31762004	31762202			inside intron	inside	2691	inside intron	2477	1	6	inside transcription region	-	23093		ENSG00000121753.13	57511
chr1	31944235	31944369			inside intron	inside	487	inside intron	223	1	2	inside transcription region	-	25726		ENSG00000184007.22	148174
chr1	32239903	32239995			inside exon	inside	1715	inside exon	0	1	1	inside transcription region	-	2251		ENSG00000291132.2	332448
chr1	33307461	33307502			inside intron	inside	86	inside intron	-11	1	2	inside transcription region	+	26297		ENSG00000225313.6	186630
chr1	34764553	34766740			inside intron	inside	21357	inside intron	-2677	2	2	inside transcription region	-	26671		ENSG00000255811.1	262181
chr1	35120510	35120635			promoter	promoter	1387				1		+	462		ENSG00000228348.1	197450
chr1	35210506	35211606			downstream	downstream	14537				1		+	93		ENSG00000201868.1	165941
chr1	35640523	35640760			inside intron	inside	766	inside intron	581	1	6	inside transcription region	-	41985		ENSG00000126067.12	62919
chr1	35642565	35642893			promoter	promoter	1039				6		-	41985		ENSG00000126067.12	62919
chr1	36400804	36401782			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	2	inside transcription region	+	4676		ENSG00000297367.1	351481
chr1	37411143	37412868			inside intron	inside	61536	inside intron	-12080	2	2	inside transcription region	-	75727		ENSG00000233621.4	213918
chr1	37690862	37691411			covers exon(s)	inside	838	covers exon(s)	0	2	3	5' UTR	-	2481		ENSG00000116922.15	52541
chr1	37995612	37996165			downstream	downstream	9349				6		-	8750		ENSG00000183386.11	147256
chr1	38292053	38292230			downstream	downstream	137005				4		-	129087		ENSG00000301425.1	361624
chr1	38605136	38605815			inside intron	inside	8575	inside intron	8114	1	2	inside transcription region	-	45735		ENSG00000295881.1	347461
chr1	38783643	38784367			inside intron	inside	19718	inside intron	172	2	3	inside transcription region	-	22918		ENSG00000284632.2	303522
chr1	39108573	39108941			inside intron	inside	3068	inside intron	-2855	1	5	inside transcription region	+	154632		ENSG00000127603.32	64392
chr1	39233313	39234408			covers exon(s)	inside	4212	covers exon(s)	0	1	2	inside transcription region	-	11950		ENSG00000287422.1	312360
chr1	39515576	39515881			inside exon	inside	620	inside exon	0	1	1	inside transcription region	+	1534		ENSG00000237624.1	226513
chr1	39558940	39559199			inside exon	inside	499	inside exon	0	1	1	inside transcription region	-	1146		ENSG00000291129.2	332198
chr1	39770382	39771489			inside intron	inside	17376	inside intron	2818	3	7	inside transcription region	-	31683		ENSG00000116985.12	52598
chr1	39799200	39799937			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	5	inside transcription region	+	10067		ENSG00000284719.4	303876
chr1	39922681	39922867			downstream	downstream	18690				2		-	1624		ENSG00000300270.1	358889
chr1	40133167	40133457			inside exon	inside	319	inside exon	0	1	2	inside transcription region	+	3088		ENSG00000299088.1	355617
chr1	40450994	40451202			overlaps exon downstream	inside	518	overlaps exon downstream	0	1	5	inside transcription region	+	13239		ENSG00000187801.15	154406
chr1	40476608	40476869			promoter	promoter	421				6		+	19053		ENSG00000187815.10	154413
chr1	40509488	40509647			inside intron	inside	403	inside intron	-138	1	2	inside transcription region	+	5538		ENSG00000164002.12	115083
chr1	40557420	40559066			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	2	inside transcription region	-	3202		ENSG00000308470.1	381393
chr1	40838007	40838271			inside intron	inside	19043	inside intron	39	11	11	inside transcription region	+	21487		ENSG00000117013.17	52637
chr1	41382016	41382957			inside exon	inside	20094	inside exon	0	2	2	inside transcription region	+	21668		ENSG00000204060.8	167542
chr1	41750729	41751110			inside intron	inside	167812	inside intron	-49733	2	9	5' UTR	-	412557		ENSG00000127124.16	63931
chr1	42785009	42785174			inside intron	inside	17703	inside intron	4621	5	5	3'UTR	+	22628		ENSG00000283580.4	302335
chr1	42959741	42960047			covers exon(s)	inside	2156	covers exon(s)	0	4	4	inside transcription region	-	2848		ENSG00000283973.3	302756
chr1	44103459	44103777			inside exon	inside	926	inside exon	0	1	1	inside transcription region	-	1397		ENSG00000271647.1	288942
chr1	44353867	44354534			covers exon(s)	inside	715	covers exon(s)	0	1	6	inside transcription region	-	46939		ENSG00000117419.16	53170
chr1	44617535	44618065			inside intron	inside	3270	inside intron	-3237	1	3	inside transcription region	+	12792		ENSG00000187147.19	153516
chr1	44738243	44739090			promoter	promoter	728				11		+	18153		ENSG00000142945.13	88543
chr1	44820362	44820649			inside exon	inside	2611	inside exon	0	5	5	3'UTR	-	3416		ENSG00000117425.15	53172
chr1	45864368	45864960			inside intron	inside	60756	inside intron	17403	4	29	inside transcription region	+	232510		ENSG00000086015.23	20649
chr1	46202085	46202661			inside intron	inside	238	inside intron	143	1	16	inside transcription region	-	14200		ENSG00000085998.15	20612
chr1	46539407	46540188			inside intron	inside	3781	inside intron	3633	1	2	5' UTR	-	11803		ENSG00000282881.3	301364
chr1	47443293	47443597			downstream	downstream	5249				1		+	2647		ENSG00000186564.6	152645
chr1	47593682	47594130			downstream	downstream	34650				2		+	27408		ENSG00000309980.1	384933
chr1	47726936	47727120			downstream	downstream	38473				3		+	15566		ENSG00000227947.3	195731
chr1	47983819	47983870			inside intron	inside	10342	inside intron	10163	1	4	inside transcription region	-	218974		ENSG00000269113.4	286277
chr1	50024470	50024645			inside intron	inside	441	inside intron	-347	1	7	5' UTR	+	156119		ENSG00000162374.18	111180
chr1	50428378	50428549			inside intron	inside	4741	inside intron	-3776	2	5	inside transcription region	+	47514		ENSG00000225767.2	188064
chr1	50976125	50976484			inside exon	inside	2649	inside exon	0	2	2	inside transcription region	-	3009		ENSG00000299346.1	356284
chr1	50978790	50979366			inside intron	inside	902	inside intron	-790	1	3	inside transcription region	+	32091		ENSG00000299324.1	356158
chr1	51730447	51730609			inside intron	inside	413	inside intron	-322	1	19	5' UTR	+	58435		ENSG00000117859.19	53642
chr1	51850758	51851958			inside intron	inside	26813	inside intron	-10243	2	2	inside transcription region	-	38779		ENSG00000078618.23	17625
chr1	52551623	52551719			inside intron	inside	1768	inside intron	1211	2	3	5' UTR	-	27437		ENSG00000134744.14	74417
chr1	53024823	53025782			inside intron	inside	9849	inside intron	2186	2	3	inside transcription region	+	36636		ENSG00000116171.19	51673
chr1	53135912	53136791			inside intron	inside	5826	inside intron	-1482	2	4	inside transcription region	-	34689		ENSG00000162383.13	111209
chr1	53288407	53288672			overlaps exon downstream	inside	383	overlaps exon downstream	0	1	2	inside transcription region	+	1682		ENSG00000228838.1	199387
chr1	54054385	54054508			inside exon	inside	251	inside exon	0	1	4	inside transcription region	+	42359		ENSG00000116205.14	51725
chr1	54240091	54240144			inside intron	inside	17122	inside intron	760	7	8	inside transcription region	-	18170		ENSG00000157216.17	105294
chr1	54476230	54476490			upstream	upstream	11965				1		+	722		ENSG00000304716.1	371462
chr1	54486977	54487228			promoter	promoter	1227				1		+	722		ENSG00000304716.1	371462
chr1	54627966	54628718			inside intron	inside	79738	inside intron	2015	16	17	inside transcription region	+	90964		ENSG00000162390.18	111224
chr1	54727111	54730160			covers exon(s)	inside	27815	covers exon(s)	0	13	17	inside transcription region	+	42935		ENSG00000271723.5	288990
chr1	54800630	54800698			inside exon	inside	500	inside exon	0	1	6	inside transcription region	-	16647		ENSG00000006555.11	1796
chr1	54801593	54801801			promoter	promoter	270				7		-	21611		ENSG00000006555.11	1794
chr1	54805974	54806203			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	10	overlaps 5' UTR	+	36189		ENSG00000162398.12	111230
chr1	54871277	54871537			overlaps exon downstream	inside	15299	overlaps exon downstream	0	5	9	inside transcription region	-	34469		ENSG00000116133.13	51597
chr1	54951187	54951390			inside intron	inside	63780	inside intron	11952	4	4	inside transcription region	+	76440		ENSG00000233203.8	212789
chr1	55040546	55041087			inside intron	inside	251	inside intron	-142	1	12	5' UTR	+	24502		ENSG00000169174.13	126712
chr1	56410499	56411151			inside intron	inside	72303	inside intron	72111	1	3	3'UTR	-	235087		ENSG00000284686.1	303735
chr1	56982645	56984438			inside intron	inside	13299	inside intron	2988	2	3	inside transcription region	+	20294		ENSG00000236341.2	222565
chr1	57344377	57344764			inside intron	inside	79293	inside intron	-53210	2	7	5' UTR	-	353323		ENSG00000173406.16	134048
chr1	58584196	58585311			overlaps exon upstream	inside	1151	overlaps exon upstream	0	2	2	inside transcription region	-	2513		ENSG00000299892.1	357613
chr1	58700328	58700429			inside intron	inside	124093	inside intron	14402	2	3	inside transcription region	+	139499		ENSG00000283445.2	302184
chr1	59813945	59814159			promoter	promoter	627				7		+	20564		ENSG00000134709.13	74374
chr1	59815713	59816105			inside intron	inside	541	inside intron	-361	1	20	5' UTR	+	57835		ENSG00000134709.13	74379
chr1	59927665	59928023			promoter	promoter	892				9		-	33465		ENSG00000134716.11	74384
chr1	62783306	62783542			promoter	promoter	590				11		+	81384		ENSG00000125703.15	62125
chr1	63368539	63368792			inside intron	inside	224836	inside intron	-47075	6	7	inside transcription region	-	272744		ENSG00000142856.18	88448
chr1	64196292	64196984			inside intron	inside	6465	inside intron	-247	2	6	inside transcription region	-	30095		ENSG00000303693.1	367565
chr1	64199113	64200495			covers exon(s)	inside	2954	covers exon(s)	0	1	6	inside transcription region	-	30095		ENSG00000303693.1	367565
chr1	64202243	64203034			inside intron	inside	415	inside intron	350	1	6	inside transcription region	-	30095		ENSG00000303693.1	367565
chr1	64379022	64380177			inside intron	inside	9356	inside intron	2485	2	3	inside transcription region	+	13531		ENSG00000299211.1	355895
chr1	64472051	64472259			inside intron	inside	1258	inside intron	-1108	1	27	inside transcription region	+	222265		ENSG00000158966.16	107196
chr1	64503870	64505945			inside intron	inside	33077	inside intron	-32927	1	27	inside transcription region	+	222265		ENSG00000158966.16	107196
chr1	64664242	64664698			overlaps exon downstream	inside	42	overlaps exon downstream	0	1	2	inside transcription region	+	1940		ENSG00000158966.16	107200
chr1	64967321	64967528			inside intron	inside	100201	inside intron	21906	4	8	5' UTR	-	194271		ENSG00000162434.14	111307
chr1	65310725	65311433			inside intron	inside	427	inside intron	-348	1	2	inside transcription region	+	8590		ENSG00000290094.2	321227
